Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Juiz de Fora,Governador Valadares,354.590554,-21.760953,-43.350113,-18.857416,-41.943928
Lisboa,Viena,2299.126626,38.707751,-9.136592,48.208354,16.372504
Campo Grande,Parauapebas,1679.833427,-20.464017,-54.616295,-6.069685,-49.890328
Parauapebas,Campo Grande,1679.833427,-6.069685,-49.890328,-20.464017,-54.616295
Campo Grande,Criciúma,1055.987487,-20.464017,-54.616295,-28.678994,-49.369563
Criciúma,São Paulo,632.237542,-28.678994,-49.369563,-23.550651,-46.633382
Parauapebas,Teresina,791.681221,-6.069685,-49.890328,-5.087461,-42.804957
Teresina,Parauapebas,791.681221,-5.087461,-42.804957,-6.069685,-49.890328
Macapá,Parauapebas,691.611698,0.040153,-51.056959,-6.069685,-49.890328
Parauapebas,Macapá,691.611698,-6.069685,-49.890328,0.040153,-51.056959
Porto Alegre,Picada Café,65.793277,-30.0325,-51.230377,-29.446421,-51.136725
Picada Café,Porto Alegre,65.793277,-29.446421,-51.136725,-30.0325,-51.230377
Punta del Este,Montevidéu,113.880723,-34.963234,-54.943998,-34.905892,-56.19131
Montevidéu,Punta del Este,113.880723,-34.905892,-56.19131,-34.963234,-54.943998
Parauapebas,Cuiabá,1257.497341,-6.069685,-49.890328,-15.598669,-56.09913
Cuiabá,Parauapebas,1257.497341,-15.598669,-56.09913,-6.069685,-49.890328
Manaus,Óbidos,7012.255558,-3.131633,-59.982504,39.361951,-9.157153
Óbidos,Manaus,7012.255558,39.361951,-9.157153,-3.131633,-59.982504
Praia Grande,Brasília,1681.919417,-24.008979,-46.414494,-10.333333,-53.2
Sal,Recife,7915.153447,46.824427,16.285766,-8.058493,-34.884819
Túnis,Abu Dabi,4454.479591,33.843941,9.400138,24.453835,54.377401
Túnis,Sal,1555.358491,33.843941,9.400138,46.824427,16.285766
Deli,Abu Dabi,2315.416032,28.632803,77.219771,24.453835,54.377401
Abu Dabi,Deli,2315.416032,24.453835,54.377401,28.632803,77.219771
Abu Dabi,Túnis,4454.479591,24.453835,54.377401,33.843941,9.400138
Princeton - New Jersey,Belo Horizonte,7417.935181,40.349695,-74.659738,-19.922732,-43.945095
Belo Horizonte,Princeton - New Jersey,7417.935181,-19.922732,-43.945095,40.349695,-74.659738
Atlanta,Knoxville,248.988625,33.754466,-84.389815,35.960395,-83.921026
Knoxville,Miami,1186.919999,35.960395,-83.921026,25.774157,-80.193597
Parauapebas,Boa Vista,1552.58373,-6.069685,-49.890328,2.820848,-60.671958
Boa Vista,Parauapebas,1552.58373,2.820848,-60.671958,-6.069685,-49.890328
Belém,Araguaína,639.262038,-1.45056,-48.468245,-7.193657,-48.206464
Washington,Hartford,487.215075,38.895098,-77.036385,41.764582,-72.690855
Hartford,Washington,487.215075,41.764582,-72.690855,38.895098,-77.036385
Las Vegas,Dallas,1721.179752,36.167426,-115.148413,32.776272,-96.796856
Washington,San Francisco - Califórnia,3917.479799,38.895098,-77.036385,37.787936,-122.40752
San Francisco - Califórnia,Washington,3917.479799,37.787936,-122.40752,38.895098,-77.036385
Havana,Nova York,2104.9204,23.135305,-82.358963,40.712728,-74.006015
Las Vegas,Natal,9493.503152,36.167426,-115.148413,-5.805398,-35.20809
Natal,Las Vegas,9493.503152,-5.805398,-35.20809,36.167426,-115.148413
Umuarama,Florianópolis,639.862977,-23.762115,-53.311619,-27.5973,-48.54961
Florianópolis,Umuarama,639.862977,-27.5973,-48.54961,-23.762115,-53.311619
Palmas,Araguaína,332.780715,-10.183785,-48.333642,-7.193657,-48.206464
Richmond - Virginia,São Paulo,7517.809882,37.538509,-77.43428,-23.550651,-46.633382
Brasília,Rio Quente,958.65213,-10.333333,-53.2,-17.806717,-48.764823
Grajaú,Açailândia,179.020161,-5.815403,-46.136145,-4.951503,-47.500732
Belém,Grajaú,550.005403,-1.45056,-48.468245,-5.815403,-46.136145
Açailândia,Lagoa da Confusão,689.780291,-4.951503,-47.500732,-10.788304,-49.622443
Passo Fundo,Ilhéus,2033.25994,-28.25506,-52.396661,-14.792599,-39.045384
Porto Seguro,Passo Fundo,1895.707791,-16.443473,-39.064251,-28.25506,-52.396661
Maringá,Uruguaiana,870.131061,-23.425269,-51.938208,-29.756073,-57.086755
Uruguaiana,Maringá,870.131061,-29.756073,-57.086755,-23.425269,-51.938208
Louisville,São Paulo,7992.389456,38.254238,-85.759407,-23.550651,-46.633382
Brasília,Louisville,6372.847269,-10.333333,-53.2,38.254238,-85.759407
Campinas,Poços de Caldas,134.079901,-22.905639,-47.059564,-21.790032,-46.564793
Londres,Xangai,9196.463665,51.507446,-0.127765,31.231271,121.470015
Araçatuba,Itajaí,658.793086,-21.207992,-50.439022,-26.904679,-48.655298
Itajaí,Araçatuba,658.793086,-26.904679,-48.655298,-21.207992,-50.439022
Campinas,Umuarama,645.345124,-22.905639,-47.059564,-23.762115,-53.311619
Campinas,Paris,9360.13687,-22.905639,-47.059564,48.85889,2.320041
Paris,Campinas,9360.13687,48.85889,2.320041,-22.905639,-47.059564
Providence - Rhode Island,Brasília,6090.863419,41.823989,-71.412834,-10.333333,-53.2
Brasília,Providence - Rhode Island,6090.863419,-10.333333,-53.2,41.823989,-71.412834
Maceió,Passo Fundo,2704.209094,-9.647684,-35.733926,-28.25506,-52.396661
Passo Fundo,Maceió,2704.209094,-28.25506,-52.396661,-9.647684,-35.733926
Juiz de Fora,Santarém,7680.611868,-21.760953,-43.350113,39.236364,-8.686708
Viena,Frankfurt,597.542636,48.208354,16.372504,50.110644,8.682092
Guarulhos,Havana,6468.130758,-23.467594,-46.52777,23.135305,-82.358963
Johannesburg,Guarulhos,7422.438253,-26.205,28.049722,-23.467594,-46.52777
Havana,Guarulhos,6468.130758,23.135305,-82.358963,-23.467594,-46.52777
Puerto Montt,Guarulhos,3162.696623,-41.471798,-72.939592,-23.467594,-46.52777
Santiago,Puerto Montt,5816.008225,9.869479,-83.798075,-41.471798,-72.939592
Paramaribo,Fortaleza,2134.787023,5.824176,-55.166281,-3.793217,-38.528036
Juazeiro,Brasília,1414.924446,-9.513751,-40.307898,-10.333333,-53.2
São Paulo,Correia Pinto,584.154615,-23.550651,-46.633382,-27.587688,-50.361448
Parauapebas/Carajás,Florianópolis,2399.033734,-6.070533,-50.067941,-27.5973,-48.54961
Santo André,Maceió,1933.640458,-23.653351,-46.527904,-9.647684,-35.733926
Maceió,Santo André,1933.640458,-9.647684,-35.733926,-23.653351,-46.527904
Genebra,Barcelona,623.240731,46.201756,6.146601,41.38258,2.177073
Rockville - Maryland,Rio de Janeiro,7744.788315,39.081798,-77.151684,-22.911014,-43.209373
Rio de Janeiro,Rockville - Maryland,7744.788315,-22.911014,-43.209373,39.081798,-77.151684
Pontal do Paraná,Florianópolis,225.672211,-25.574765,-48.361481,-27.5973,-48.54961
Florianópolis,Pontal do Paraná,225.672211,-27.5973,-48.54961,-25.574765,-48.361481
Vitória,Hanói,7593.722705,-36.59861,144.678005,21.028333,105.854041
Hanói,Vitória,7593.722705,21.028333,105.854041,-36.59861,144.678005
Goianá,Natal,1949.466,-21.5375,-43.2014,-5.805398,-35.20809
Natal,Goianá,1949.466,-5.805398,-35.20809,-21.5375,-43.2014
Nassau,San José,1828.472515,25.078227,-77.338344,9.932771,-84.079614
Kingstown,Nassau,2146.193316,13.156186,-61.227962,25.078227,-77.338344
Petrolina,Presidente Prudente,1832.593895,-9.381733,-40.496888,-22.122517,-51.388253
São Luís Gonzaga do Maranhão,Cuiabá,1766.157518,-4.372746,-44.669037,-15.598669,-56.09913
Cuiabá,São Luís Gonzaga do Maranhão,1766.157518,-15.598669,-56.09913,-4.372746,-44.669037
Guarulhos,Ushuaia,3922.746355,-23.467594,-46.52777,-54.807306,-68.308413
Ushuaia,Guarulhos,3922.746355,-54.807306,-68.308413,-23.467594,-46.52777
Sobral,Recife,737.359722,-3.856544,-40.04389,-8.058493,-34.884819
Recife,Sobral,737.359722,-8.058493,-34.884819,-3.856544,-40.04389
São Raimundo Nonato,Boa Vista,2388.408743,-9.014976,-42.688843,2.820848,-60.671958
São Paulo,Leipzig - Saxônia,10116.715513,-23.550651,-46.633382,51.340632,12.374733
Leipzig - Saxônia,São Paulo,10116.715513,51.340632,12.374733,-23.550651,-46.633382
Porto Velho,Toledo,8175.544592,-8.749452,-63.873544,39.855891,-4.024265
Araraquara,Rio de Janeiro,525.898801,-21.788671,-48.17731,-22.911014,-43.209373
Rio de Janeiro,Araraquara,525.898801,-22.911014,-43.209373,-21.788671,-48.17731
Calçoene,Macapá,273.559407,2.498176,-50.95395,0.040153,-51.056959
Porto Alegre,Praga,10998.245611,-30.0325,-51.230377,50.087465,14.421254
Praga,Porto Alegre,10998.245611,50.087465,14.421254,-30.0325,-51.230377
Passo Fundo,Natal,3084.448562,-28.25506,-52.396661,-5.805398,-35.20809
Curitiba,La Serena,2217.302751,-25.429596,-49.271272,-29.902705,-71.251958
La Serena,Curitiba,2217.302751,-29.902705,-71.251958,-25.429596,-49.271272
Washington,Bridgetown,3341.519252,38.895098,-77.036385,13.097783,-59.618418
Bridgetown,Washington,3341.519252,13.097783,-59.618418,38.895098,-77.036385
Belém,Frankfurt,7876.196103,-1.45056,-48.468245,50.110644,8.682092
Luanda,Varsóvia,6829.783822,-8.82727,13.243951,52.231958,21.006725
Varsóvia,Luanda,6829.783822,52.231958,21.006725,-8.82727,13.243951
Araçatuba,Palmas,1246.304275,-21.207992,-50.439022,-10.183785,-48.333642
Belém,São Luís Gonzaga do Maranhão,532.491978,-1.45056,-48.468245,-4.372746,-44.669037
São Luís Gonzaga do Maranhão,Belém,532.491978,-4.372746,-44.669037,-1.45056,-48.468245
Hong Kong,São Paulo,18044.206415,22.281833,114.158283,-23.550651,-46.633382
Guarulhos,Hong Kong,18033.46064,-23.467594,-46.52777,22.281833,114.158283
Leipzig - Saxônia,Viena,451.215929,51.340632,12.374733,48.208354,16.372504
Palmas,Lençóis,801.758204,-10.183785,-48.333642,-12.561532,-41.389534
Bonito,Rio de Janeiro,9306.817331,41.09772,15.001344,-22.911014,-43.209373
Guarulhos,Dayton,8042.84991,-23.467594,-46.52777,39.758948,-84.191607
Dayton,Guarulhos,8042.84991,39.758948,-84.191607,-23.467594,-46.52777
Manaus,Pomerode,2865.833128,-3.131633,-59.982504,-26.735622,-49.17701
Pomerode,Manaus,2865.833128,-26.735622,-49.17701,-3.131633,-59.982504
Rio Branco,Lima,1030.996228,-9.976536,-67.822078,-12.045981,-77.030591
Manaus,Varginha,2582.535079,-3.131633,-59.982504,-21.556591,-45.434067
Santiago,Valparaiso,3528.033072,9.869479,-83.798075,41.467255,-87.060449
Valparaiso,Santiago,3528.033072,41.467255,-87.060449,9.869479,-83.798075
Londres,Bordeaux,742.004125,51.507446,-0.127765,44.841225,-0.580036
Maceió,San José,5775.30984,-9.647684,-35.733926,9.932771,-84.079614
San José,Maceió,5775.30984,9.932771,-84.079614,-9.647684,-35.733926
Deli,Goa,1517.080955,28.632803,77.219771,15.300454,74.085513
Rio de Janeiro,Ladário,1555.586454,-22.911014,-43.209373,-19.003658,-57.602828
Ladário,Rio de Janeiro,1555.586454,-19.003658,-57.602828,-22.911014,-43.209373
Goiânia,Zurique,9147.837308,-16.680882,-49.253269,47.374449,8.541042
Zurique,Goiânia,9147.837308,47.374449,8.541042,-16.680882,-49.253269
Praga,Genebra,750.03888,50.087465,14.421254,46.201756,6.146601
Genebra,Praga,750.03888,46.201756,6.146601,50.087465,14.421254
Amsterdam,Hong Kong,9280.317667,52.37308,4.892453,22.281833,114.158283
Alta Floresta,Florianópolis,2123.244827,-9.869855,-56.083499,-27.5973,-48.54961
Florianópolis,Alta Floresta,2123.244827,-27.5973,-48.54961,-9.869855,-56.083499
Louisville,Brasília,6372.847269,38.254238,-85.759407,-10.333333,-53.2
Recife,Roma,7346.915745,-8.058493,-34.884819,41.89332,12.482932
Guadalajara,Belo Horizonte,7881.40714,20.672038,-103.338396,-19.922732,-43.945095
Belo Horizonte,Guadalajara,7881.40714,-19.922732,-43.945095,20.672038,-103.338396
Cancun,Goiânia,5873.21615,21.152747,-86.842576,-16.680882,-49.253269
Goiânia,Cancun,5873.21615,-16.680882,-49.253269,21.152747,-86.842576
Caracas,Campo Grande,3697.112496,10.506093,-66.914601,-20.464017,-54.616295
Campo Grande,Caracas,3697.112496,-20.464017,-54.616295,10.506093,-66.914601
São Borja,Porto Alegre,487.22404,-28.659224,-56.00443,-30.0325,-51.230377
Santa Maria,São Borja,241.979586,-29.686051,-53.806921,-28.659224,-56.00443
Amã,Roma,2347.922556,31.951569,35.923962,41.89332,12.482932
Roma,Amã,2347.922556,41.89332,12.482932,31.951569,35.923962
Salvador,Havana,1246.605874,13.800038,-88.914068,23.135305,-82.358963
Havana,Salvador,1246.605874,23.135305,-82.358963,13.800038,-88.914068
Guaratinguetá,Guarulhos,155.245979,-22.805784,-45.190893,-23.467594,-46.52777
Rio de Janeiro,Guaratinguetá,203.366874,-22.911014,-43.209373,-22.805784,-45.190893
Pato Branco,Cuiabá,1234.348781,-26.229598,-52.671247,-15.598669,-56.09913
College Station - Texas,São Paulo,8022.082327,30.618394,-96.345599,-23.550651,-46.633382
São Paulo,College Station - Texas,8022.082327,-23.550651,-46.633382,30.618394,-96.345599
Cascavel,Guarapuava,206.512333,-24.9555,-53.456054,-25.395099,-51.462202
Buenos Aires,Chapecó,1000.676593,-34.609558,-58.38879,-27.092236,-52.616688
Chapecó,Buenos Aires,1000.676593,-27.092236,-52.616688,-34.609558,-58.38879
Campo Grande,Cali,3576.256372,-20.464017,-54.616295,3.410844,-76.581213
Cali,Campo Grande,3576.256372,3.410844,-76.581213,-20.464017,-54.616295
Londrina,Oslo,10824.060799,-23.476127,-51.117901,59.91333,10.73897
Oslo,Londrina,10824.060799,59.91333,10.73897,-23.476127,-51.117901
Mossoró,Petrolina,581.420731,-5.190433,-37.344387,-9.381733,-40.496888
Petrolina,Mossoró,581.420731,-9.381733,-40.496888,-5.190433,-37.344387
Washington,Brunswick - Geórgia,951.647506,38.895098,-77.036385,31.149953,-81.491489
Charleston - Carolina do Sul,Washington,727.604574,32.788436,-79.939931,38.895098,-77.036385
Dublin,Londres,463.307639,53.34938,-6.260559,51.507446,-0.127765
Montevidéu,Cuiabá,2146.884943,-34.905892,-56.19131,-15.598669,-56.09913
Cuiabá,Montevidéu,2146.884943,-15.598669,-56.09913,-34.905892,-56.19131
Suva,Canberra,3461.304765,-18.141588,178.442166,-35.297591,149.101268
Belo Horizonte,Cidade do Cabo,6281.608151,-19.922732,-43.945095,-33.92883,18.41722
Cidade do Cabo,Belo Horizonte,6281.608151,-33.92883,18.41722,-19.922732,-43.945095
Kyoto,Brasília,17124.346629,35.011575,135.768144,-10.333333,-53.2
Brasília,Kyoto,17124.346629,-10.333333,-53.2,35.011575,135.768144
Porto Alegre,Brunswick - Geórgia,7516.826635,-30.0325,-51.230377,31.149953,-81.491489
Petrolina,Cascavel,2208.761614,-9.381733,-40.496888,-24.9555,-53.456054
Cascavel,Petrolina,2208.761614,-24.9555,-53.456054,-9.381733,-40.496888
Salvador,Caruaru,6337.173733,13.800038,-88.914068,-8.28297,-35.972285
Goiânia,Várzea Grande,743.5836,-16.680882,-49.253269,-15.645816,-56.132218
Cochabamba,Santa Maria,1855.555628,-17.401246,-66.167568,-29.686051,-53.806921
Nairóbi,Frankfurt,6313.44675,-1.302398,36.828851,50.110644,8.682092
Berlim,Nairóbi,6372.156191,52.517388,13.395131,-1.302398,36.828851
Caldas Novas,Belo Horizonte,548.780637,-17.745,-48.625,-19.922732,-43.945095
Belo Horizonte,Caldas Novas,548.780637,-19.922732,-43.945095,-17.745,-48.625
Praga,Hanói,8330.136903,50.087465,14.421254,21.028333,105.854041
Toronto,Ottawa,352.555254,43.653482,-79.383935,45.420878,-75.690111
Nairóbi,Brazzaville,2416.588302,-1.302398,36.828851,-4.269441,15.271226
Viena,Nairóbi,5849.536091,48.208354,16.372504,-1.302398,36.828851
Caldas Novas,Recife,1836.132296,-17.745,-48.625,-8.058493,-34.884819
Shenzhen,Xuzhou,1338.581061,22.544574,114.054543,34.266526,117.181043
João Pessoa,Mascate,10676.331607,-7.121598,-34.882028,23.612363,58.593813
Mascate,João Pessoa,10676.331607,23.612363,58.593813,-7.121598,-34.882028
Gainesville - Florida,Goiânia,6254.510186,29.651968,-82.324985,-16.680882,-49.253269
Goiânia,Gainesville - Florida,6254.510186,-16.680882,-49.253269,29.651968,-82.324985
Alegrete,Vitória,12330.038295,-29.790166,-55.794862,-36.59861,144.678005
Vitória,Alegrete,12330.038295,-36.59861,144.678005,-29.790166,-55.794862
Araguaína,Porto Alegre,2559.122923,-7.193657,-48.206464,-30.0325,-51.230377
São Carlos,São Paulo,213.699749,-22.01804,-47.891154,-23.550651,-46.633382
Alto Paraíso de Goiás,Cuiabá,937.343322,-14.130478,-47.510016,-15.598669,-56.09913
Brasília,Alto Paraíso de Goiás,748.622339,-10.333333,-53.2,-14.130478,-47.510016
Lima,Campo Grande,2565.644962,-12.045981,-77.030591,-20.464017,-54.616295
La Paz,Porto Alegre,2285.240611,-16.495545,-68.133623,-30.0325,-51.230377
Pindorama,Jaboticabal,1321.01134,-10.333333,-53.2,-21.252037,-48.325223
São Paulo,Pindorama,1626.369869,-23.550651,-46.633382,-10.333333,-53.2
Jaboticabal,São Paulo,309.148485,-21.252037,-48.325223,-23.550651,-46.633382
Goiânia,Teixeira de Freitas,1014.839406,-16.680882,-49.253269,-17.538477,-39.74517
Natal,Niterói,2080.200587,-5.805398,-35.20809,-22.8884,-43.1147
Niterói,Recife,1868.589052,-22.8884,-43.1147,-8.058493,-34.884819
São Paulo,Belize,6426.904521,-23.550651,-46.633382,17.120494,-88.685903
Belize,São Paulo,6426.904521,17.120494,-88.685903,-23.550651,-46.633382
Praga,Vancouver,8250.715689,50.087465,14.421254,49.260872,-123.113952
Vancouver,Praga,8250.715689,49.260872,-123.113952,50.087465,14.421254
Dimitrovgrad,Rio de Janeiro,12234.390406,54.217792,49.625444,-22.911014,-43.209373
Rio de Janeiro,Dimitrovgrad,12234.390406,-22.911014,-43.209373,54.217792,49.625444
Dayton,Rio de Janeiro,8162.493635,39.758948,-84.191607,-22.911014,-43.209373
Rio de Janeiro,Dayton,8162.493635,-22.911014,-43.209373,39.758948,-84.191607
Shijiazhuang,Brasília,16698.798018,38.042974,114.508838,-10.333333,-53.2
Porto Alegre,Barcelona,9648.288354,-30.0325,-51.230377,41.38258,2.177073
Londres,Frankfurt,637.773424,51.507446,-0.127765,50.110644,8.682092
Juazeiro do Norte,Cordoba,6160.081729,-7.215345,-39.315334,37.884581,-4.776014
Cordoba,Juazeiro do Norte,6160.081729,37.884581,-4.776014,-7.215345,-39.315334
Viena,Belo Horizonte,9649.293801,48.208354,16.372504,-19.922732,-43.945095
Minneapolis,Brasília,7345.377708,44.9773,-93.265469,-10.333333,-53.2
Brasília,Salto,1562.114068,-10.333333,-53.2,-23.198998,-47.291368
Salto,Brasília,1562.114068,-23.198998,-47.291368,-10.333333,-53.2
São José dos Pinhais,Vitória,12954.657924,-25.533816,-49.207216,-36.59861,144.678005
Vitória,São José dos Pinhais,12954.657924,-36.59861,144.678005,-25.533816,-49.207216
Fortaleza,Túnis,6535.026202,-3.793217,-38.528036,33.843941,9.400138
Túnis,Fortaleza,6535.026202,33.843941,9.400138,-3.793217,-38.528036
Jaguaruna,Foz do Iguaçu,648.481603,-28.623736,-49.028866,-25.530402,-54.583069
Foz do Iguaçu,Jaguaruna,648.481603,-25.530402,-54.583069,-28.623736,-49.028866
Belo Horizonte,Atibaia,446.163834,-19.922732,-43.945095,-23.117739,-46.554786
Atibaia,Belo Horizonte,446.163834,-23.117739,-46.554786,-19.922732,-43.945095
Brusque,Brasília,8254.773322,43.767606,2.949013,-10.333333,-53.2
Manicoré,Novo Aripuanã,126.420631,-5.804618,-61.289483,-5.125929,-60.373179
Frankfurt,Montpellier,809.388683,50.110644,8.682092,43.611242,3.876734
São Bernardo do Campo,Curitiba,335.154433,-23.708034,-46.550675,-25.429596,-49.271272
Curitiba,São Bernardo do Campo,335.154433,-25.429596,-49.271272,-23.708034,-46.550675
Helsinki,Goiânia,10768.916511,60.16662,24.943541,-16.680882,-49.253269
Porto,Helsinki,3112.677222,41.15022,-8.61035,60.16662,24.943541
Washington,San Diego Califórnia,3653.087287,38.895098,-77.036385,32.71742,-117.162772
São Borja,Santo Ângelo,174.44604,-28.659224,-56.00443,-28.300048,-54.266997
Cachoeira do Arari,Belém,73.25882,-1.014357,-48.962109,-1.45056,-48.468245
Soure,Cachoeira do Arari,58.68757,-0.727576,-48.518978,-1.014357,-48.962109
Orlando,Londres,6982.76338,28.542122,-81.379045,51.507446,-0.127765
Londres,Barcelona,1139.444399,51.507446,-0.127765,41.38258,2.177073
Resende,Porto Alegre,1078.845059,-22.468363,-44.446349,-30.0325,-51.230377
Porto Alegre,Resende,1078.845059,-30.0325,-51.230377,-22.468363,-44.446349
São Cristóvão,Belo Horizonte,1225.339742,-11.013646,-37.207113,-19.922732,-43.945095
Belo Horizonte,São Cristóvão,1225.339742,-19.922732,-43.945095,-11.013646,-37.207113
Juiz de Fora,Rio Branco,2920.627264,-21.760953,-43.350113,-9.976536,-67.822078
Rio Branco,Juiz de Fora,2920.627264,-9.976536,-67.822078,-21.760953,-43.350113
Araçatuba,Belém,2207.292406,-21.207992,-50.439022,-1.45056,-48.468245
Belém,Caiena,829.539248,-1.45056,-48.468245,4.937154,-52.325874
Caiena,Belém,829.539248,4.937154,-52.325874,-1.45056,-48.468245
Guaratinguetá,Campinas,191.792945,-22.805784,-45.190893,-22.905639,-47.059564
Nova York,Adis-Ababa,11206.931468,40.712728,-74.006015,9.035812,38.752432
Adis-Ababa,Nova York,11206.931468,9.035812,38.752432,40.712728,-74.006015
Goiânia,Mumbai,13911.665211,-16.680882,-49.253269,19.054999,72.869204
Mumbai,Goiânia,13911.665211,19.054999,72.869204,-16.680882,-49.253269
Santa Maria,Parnaíba,3236.412371,-29.686051,-53.806921,-2.914752,-41.766195
Nova York,Londres,5570.228872,40.712728,-74.006015,51.507446,-0.127765
Brasília,Funchal,6136.705231,-10.333333,-53.2,32.64965,-16.908678
